id,date_posted,complex_id,complex_name,developer,complex_class,district,okrug,lat,lon,total_area,rooms,floor,total_floors,completion_year,ready_status,metro_station,metro_line,metro_distance_min,to_center_km,price_rub,price_per_sqm,deal_type,subsidized_mortgage,mortgage_rate_at_listing,listing_year,listing_month,listing_quarter,price_mln,is_first_floor,is_last_floor,floor_ratio,subsidized_mortgage_int,distance_to_center_group,rooms_group,sale_price_group,market_type
N004772,2026-04-04,NB0247,Odintsovo-1 Residence,PIK,economy,Yuzhnoye Medvedkovo,SVAO,55.86304,37.63425,54.5,1,21,30,2026,completed,Sviblovo,Kaluzhsko-Rizhskaya,23,12.16,11911000,218600,FZ214,False,19.5,2026,4,2,11.911,False,False,0.7,0,10-15 km,1 room,10-15 mln RUB,New Builds
N004773,2024-02-01,NB0068,Mitino O2 Residence,MR Group,economy,Perovo,VAO,55.74513,37.79699,70.5,2,16,22,2026,under_construction,Ulitsa Podbelskogo,Sokolnicheskaya,107,11.07,13171000,186800,DDU,True,18.5,2024,2,1,13.171,False,False,0.7272727272727273,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N004774,2024-11-30,NB0155,ZILART Residence,INGRAD,comfort,Ivanovskoye,VAO,55.77423,37.81425,68.1,3,20,22,2026,under_construction,Sokol,Zamoskvoretskaya,232,12.31,14340000,210600,DDU,False,23.5,2024,11,4,14.34,False,False,0.9090909090909091,0,10-15 km,3 rooms,10-15 mln RUB,New Builds
N004775,2025-06-11,NB0144,ZILART Residence,LSR,comfort,Babushkinsky,SVAO,55.86778,37.64188,66.3,2,22,22,2026,under_construction,Pechatniki,Lyublinsko-Dmitrovskaya,247,12.73,14661000,221100,DDU,False,23.5,2025,6,2,14.661,False,True,1.0,0,10-15 km,2 rooms,10-15 mln RUB,New Builds
N004776,2023-10-19,NB0141,Level Residence,Samolet,business,Konkovo,YuZAO,55.63533,37.51071,40.4,1,8,25,2024,under_construction,Rimskaya,Lyublinsko-Dmitrovskaya,203,14.88,16567000,410100,trade-in,True,15.5,2023,10,4,16.567,False,False,0.32,1,10-15 km,1 room,15-25 mln RUB,New Builds
N004777,2024-04-19,NB0010,Green Park Residence,LSR,comfort,Bibirevo,SVAO,55.87057,37.58911,79.2,3,20,25,2027,under_construction,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,199,13.12,17880000,225800,DDU,True,18.5,2024,4,2,17.88,False,False,0.8,1,10-15 km,3 rooms,15-25 mln RUB,New Builds
N004778,2025-03-18,NB0096,Symbol Residence,GK A101,comfort,Shcherbinka,NAO,55.51504,37.55489,50.4,2,24,30,2025,completed,Novoslobodskaya,Koltsevaya,356,26.88,7869000,156100,FZ214,False,23.5,2025,3,1,7.869,False,False,0.8,0,25+ km,2 rooms,7-10 mln RUB,New Builds
N004779,2024-12-28,NB0067,Severny Residence,LSR,business,Zapadnoye Degunino,SAO,55.87736,37.52278,66.1,2,15,25,2026,under_construction,Voykovskaya,Zamoskvoretskaya,85,15.03,18714000,283100,trade-in,False,23.5,2024,12,4,18.714,False,False,0.6,0,15-25 km,2 rooms,15-25 mln RUB,New Builds
N004780,2025-06-11,NB0028,Sheremetyevsky Residence,LSR,business,Strogino,SZAO,55.80037,37.43238,46.2,1,11,17,2026,under_construction,Ulitsa 1905 Goda,Tagansko-Krasnopresnenskaya,114,12.87,21335000,461800,DDU,False,23.5,2025,6,2,21.335,False,False,0.6470588235294118,0,10-15 km,1 room,15-25 mln RUB,New Builds
N004781,2021-09-20,NB0021,Metropolia Residence,GK A101,comfort,Kievsky,TAO,55.38805,36.71028,62.4,2,23,25,2025,under_construction,Prospekt Mira,Koltsevaya,871,70.22,4932000,79000,FZ214,True,11.0,2021,9,3,4.932,False,False,0.92,1,25+ km,2 rooms,<7 mln RUB,New Builds
N004782,2024-03-27,NB0188,Silver Park Residence,INGRAD,comfort,Marushkinskoye,NAO,55.57018,37.24158,55.8,2,15,17,2028,under_construction,Aleksandrovsky Sad,Filyovskaya,369,31.35,7531000,135000,DDU,True,18.5,2024,3,1,7.531,False,False,0.8823529411764706,1,25+ km,2 rooms,7-10 mln RUB,New Builds
N004783,2023-12-23,NB0168,Buninskie Luga Residence,INGRAD,comfort,Metrogorodok,VAO,55.8197,37.7525,74.9,3,24,30,2025,under_construction,Pechatniki,Lyublinsko-Dmitrovskaya,174,11.01,13464000,179800,FZ214,True,15.5,2023,12,4,13.464,False,False,0.8,1,10-15 km,3 rooms,10-15 mln RUB,New Builds
N004784,2021-08-16,NB0203,Level Residence,Samolet,economy,Vnukovo,ZAO,55.62739,37.25562,70.7,2,18,25,2025,under_construction,Kropotkinskaya,Sokolnicheskaya,307,26.87,10686000,151100,installment,True,11.0,2021,8,3,10.686,False,False,0.72,1,25+ km,2 rooms,10-15 mln RUB,New Builds
N004785,2023-12-18,NB0155,ZILART Residence,INGRAD,comfort,Ivanovskoye,VAO,55.77423,37.81425,63.0,2,14,22,2026,under_construction,Shosse Entuziastov,Kalininskaya,58,12.31,14192000,225300,DDU,True,15.5,2023,12,4,14.192,False,False,0.6363636363636364,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N004786,2023-10-28,NB0241,Odintsovo-1 Residence,PIK,comfort,Konkovo,YuZAO,55.6356,37.5197,71.8,1,17,30,2027,under_construction,Kakhovskaya,Bolshaya Koltsevaya,65,14.6,18647000,259700,FZ214,True,15.5,2023,10,4,18.647,False,False,0.5666666666666667,1,10-15 km,1 room,15-25 mln RUB,New Builds
N004787,2023-03-28,NB0015,Sheremetyevsky Residence,LSR,business,Novo-Peredelkino,ZAO,55.65817,37.32272,41.6,1,7,17,2025,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,268,21.5,12047000,289600,DDU,True,10.0,2023,3,1,12.047,False,False,0.4117647058823529,1,15-25 km,1 room,10-15 mln RUB,New Builds
N004788,2022-07-18,NB0101,Odintsovo-1 Residence,GK A101,business,Beskudnikovsky,SAO,55.87848,37.53487,46.2,1,6,35,2024,under_construction,Begovaya,Tagansko-Krasnopresnenskaya,143,14.86,11853000,256600,FZ214,True,12.0,2022,7,3,11.853,False,False,0.17142857142857143,1,10-15 km,1 room,10-15 mln RUB,New Builds
N004789,2021-02-05,NB0080,Scandinavia Residence,FSK,economy,Rostokino,SVAO,55.82982,37.64905,55.1,1,8,22,2027,under_construction,Okhotny Ryad,Sokolnicheskaya,106,8.62,8418000,152800,DDU,True,6.75,2021,2,1,8.418,False,False,0.36363636363636365,1,5-10 km,1 room,7-10 mln RUB,New Builds
N004790,2022-03-02,NB0039,Alye Parusa Residence,DONSTROY,business,Begovoy,SAO,55.77922,37.54275,50.2,1,18,22,2028,under_construction,Sapyornoye Pole,Bolshaya Koltsevaya,15,5.64,22826000,454700,installment,True,22.5,2022,3,1,22.826,False,False,0.8181818181818182,1,5-10 km,1 room,15-25 mln RUB,New Builds
N004791,2025-10-17,NB0201,Preobrazhenie Residence,DONSTROY,economy,Begovoy,SAO,55.77674,37.54201,62.2,2,18,30,2026,under_construction,Polezhaevskaya,Tagansko-Krasnopresnenskaya,20,5.54,18801000,302300,DDU,False,19.5,2025,10,4,18.801,False,False,0.6,0,5-10 km,2 rooms,15-25 mln RUB,New Builds
N004792,2023-01-16,NB0073,ZILART Residence,INGRAD,comfort,Donskoy,YuAO,55.71233,37.63501,45.8,1,16,25,2025,under_construction,Dubrovka,Lyublinsko-Dmitrovskaya,38,4.71,12111000,264400,DDU,True,10.0,2023,1,1,12.111,False,False,0.64,1,0-5 km,1 room,10-15 mln RUB,New Builds
N004793,2025-08-08,NB0153,Preobrazhenie Residence,INGRAD,comfort,Zelenograd,ZelAO,55.99215,37.22084,22.0,0,15,35,2025,completed,Delovoy Tsentr,MCC,405,36.39,2914000,132500,DDU,False,19.5,2025,8,3,2.914,False,False,0.42857142857142855,0,25+ km,Studio,<7 mln RUB,New Builds
N004794,2023-10-02,NB0020,Headliner Residence,FSK,comfort,Zyablikovo,YuAO,55.61787,37.71588,48.5,1,1,30,2026,under_construction,Polyanka,Serpukhovsko-Timiryazevskaya,181,16.26,9044000,186500,DDU,True,15.5,2023,10,4,9.044,True,False,0.03333333333333333,1,15-25 km,1 room,7-10 mln RUB,New Builds
N004795,2026-01-23,NB0121,Mitino O2 Residence,GK Granel,economy,Veshnyaki,VAO,55.73018,37.81204,53.3,2,1,30,2027,under_construction,Novogireyevo,Kalininskaya,34,12.26,8312000,155900,DDU,False,19.5,2026,1,1,8.312,True,False,0.03333333333333333,0,10-15 km,2 rooms,7-10 mln RUB,New Builds
N004796,2025-12-31,NB0202,Buninskie Luga Residence,GK Granel,economy,Novogireyevo,VAO,55.75778,37.77898,59.5,2,11,25,2025,completed,Perovo,Kalininskaya,16,9.91,14854000,249700,DDU,False,19.5,2025,12,4,14.854,False,False,0.44,0,5-10 km,2 rooms,10-15 mln RUB,New Builds
N004797,2022-04-16,NB0171,Symbol Residence,PIK,comfort,Sokol,SAO,55.80188,37.50507,33.7,0,1,25,2026,under_construction,Sokol,Zamoskvoretskaya,13,8.99,10051000,298200,DDU,True,12.0,2022,4,2,10.051,True,False,0.04,1,5-10 km,Studio,10-15 mln RUB,New Builds
N004798,2022-10-02,NB0065,Headliner Residence,Samolet,economy,Sviblovo,SVAO,55.82948,37.63997,61.9,2,6,30,2028,under_construction,VDNKh,Kaluzhsko-Rizhskaya,17,8.49,11315000,182800,DDU,True,10.0,2022,10,4,11.315,False,False,0.2,1,5-10 km,2 rooms,10-15 mln RUB,New Builds
N004799,2022-01-11,NB0172,Polar Residence,Capital Group,comfort,Gagarinsky,YuZAO,55.69436,37.56545,61.6,2,4,17,2028,under_construction,Rizhskaya,Kaluzhsko-Rizhskaya,143,7.47,22359000,363000,DDU,True,22.5,2022,1,1,22.359,False,False,0.23529411764705882,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N004800,2023-08-17,NB0046,Sheremetyevsky Residence,PIK,economy,Ryazanovskoye,NAO,55.46018,37.48158,46.1,1,19,22,2026,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,204,33.81,5088000,110400,DDU,True,15.5,2023,8,3,5.088,False,False,0.8636363636363636,1,25+ km,1 room,<7 mln RUB,New Builds
N004801,2022-04-02,NB0043,Buninskie Luga Residence,Capital Group,comfort,Donskoy,YuAO,55.72202,37.57974,60.0,2,10,30,2027,under_construction,Krasnopresnenskaya,Koltsevaya,58,4.38,16740000,279000,installment,True,12.0,2022,4,2,16.74,False,False,0.3333333333333333,1,0-5 km,2 rooms,15-25 mln RUB,New Builds
N004802,2022-10-18,NB0178,Losiny Ostrov Residence,MR Group,business,Sokolinaya Gora,VAO,55.80131,37.7479,58.1,2,12,22,2025,under_construction,Pervomayskaya,Arbatsko-Pokrovskaya,41,9.54,15949000,274500,trade-in,True,10.0,2022,10,4,15.949,False,False,0.5454545454545454,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N004803,2024-03-04,NB0067,Severny Residence,LSR,business,Zapadnoye Degunino,SAO,55.87736,37.52278,57.6,2,12,25,2026,under_construction,Tverskaya,Zamoskvoretskaya,165,15.03,16555000,287400,DDU,True,18.5,2024,3,1,16.555,False,False,0.48,1,15-25 km,2 rooms,15-25 mln RUB,New Builds
N004804,2024-10-28,NB0185,Metropolia Residence,MR Group,economy,Lomonosovsky,YuZAO,55.69101,37.52172,50.8,2,10,25,2026,under_construction,Nagornaya,Serpukhovsko-Timiryazevskaya,77,9.35,15183000,298900,installment,False,23.5,2024,10,4,15.183,False,False,0.4,0,5-10 km,2 rooms,15-25 mln RUB,New Builds
N004806,2024-10-12,NB0002,Headliner Residence,Etalon,business,Cheryomushki,YuZAO,55.67254,37.52397,61.6,2,23,25,2025,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,89,10.89,25780000,418500,DDU,False,23.5,2024,10,4,25.78,False,False,0.92,0,10-15 km,2 rooms,25-50 mln RUB,New Builds
N004807,2025-04-07,NB0237,Symbol Residence,INGRAD,business,Sokolniki,VAO,55.7909,37.67321,62.3,2,13,25,2026,under_construction,Sokolniki,Sokolnicheskaya,6,5.26,28735000,461200,DDU,False,23.5,2025,4,2,28.735,False,False,0.52,0,5-10 km,2 rooms,25-50 mln RUB,New Builds
N004808,2022-12-03,NB0187,Metropolia Residence,Capital Group,economy,Yasenevo,YuZAO,55.60108,37.55142,80.1,3,16,22,2025,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,22,17.54,18696000,233400,DDU,True,10.0,2022,12,4,18.696,False,False,0.7272727272727273,1,15-25 km,3 rooms,15-25 mln RUB,New Builds
N004809,2021-11-18,NB0202,Buninskie Luga Residence,GK Granel,economy,Novogireyevo,VAO,55.75778,37.77898,34.0,1,8,25,2025,under_construction,Sportivnaya,Sokolnicheskaya,170,9.91,5660000,166500,FZ214,True,11.0,2021,11,4,5.66,False,False,0.32,1,5-10 km,1 room,<7 mln RUB,New Builds
N004810,2025-09-20,NB0080,Scandinavia Residence,FSK,economy,Rostokino,SVAO,55.82982,37.64905,55.6,2,9,22,2027,under_construction,Serpukhovskaya,Serpukhovsko-Timiryazevskaya,144,8.62,10651000,191600,DDU,False,19.5,2025,9,3,10.651,False,False,0.4090909090909091,0,5-10 km,2 rooms,10-15 mln RUB,New Builds
N004811,2021-01-04,NB0017,Scandinavia Residence,Capital Group,economy,Sokolinaya Gora,VAO,55.78613,37.74039,61.1,2,11,22,2026,under_construction,Okhotny Ryad,Sokolnicheskaya,104,8.29,8741000,143100,DDU,True,6.75,2021,1,1,8.741,False,False,0.5,1,5-10 km,2 rooms,7-10 mln RUB,New Builds
N004813,2026-02-08,NB0207,Symbol Residence,Capital Group,comfort,Ryazanovskoye,NAO,55.45873,37.5218,40.5,1,10,35,2024,completed,Kitay-Gorod,Kaluzhsko-Rizhskaya,405,33.41,5407000,133500,DDU,False,19.5,2026,2,1,5.407,False,False,0.2857142857142857,0,25+ km,1 room,<7 mln RUB,New Builds
N004814,2025-07-14,NB0103,Mitino O2 Residence,GK A101,economy,Meshchansky,CAO,55.75909,37.65415,48.2,1,18,25,2028,under_construction,Sukharevskaya,Kaluzhsko-Rizhskaya,23,2.17,18322000,380100,FZ214,False,19.5,2025,7,3,18.322,False,False,0.72,0,0-5 km,1 room,15-25 mln RUB,New Builds
N004815,2021-06-08,NB0220,Silver Park Residence,MR Group,comfort,Timiryazevsky,SAO,55.79853,37.55329,45.0,1,3,17,2028,under_construction,Slavyansky Bulvar,Arbatsko-Pokrovskaya,115,6.52,9321000,207100,trade-in,True,11.0,2021,6,2,9.321,False,False,0.17647058823529413,1,5-10 km,1 room,7-10 mln RUB,New Builds
N004816,2024-10-01,NB0092,Mitino O2 Residence,FSK,comfort,Timiryazevsky,SAO,55.83294,37.55899,33.6,0,9,22,2027,under_construction,Kurskaya,Koltsevaya,128,9.6,9465000,281700,DDU,False,23.5,2024,10,4,9.465,False,False,0.4090909090909091,0,5-10 km,Studio,7-10 mln RUB,New Builds
N004817,2022-01-26,NB0212,Alye Parusa Residence,LSR,business,Molzhaninovsky,SAO,55.96062,37.41982,47.8,1,20,25,2024,under_construction,Strogino,Arbatsko-Pokrovskaya,213,26.19,10351000,216600,DDU,True,22.5,2022,1,1,10.351,False,False,0.8,1,25+ km,1 room,10-15 mln RUB,New Builds
N004818,2023-04-03,NB0171,Symbol Residence,PIK,comfort,Sokol,SAO,55.80188,37.50507,76.0,3,1,25,2026,under_construction,Slavyansky Bulvar,Arbatsko-Pokrovskaya,104,8.99,19562000,257400,DDU,True,10.0,2023,4,2,19.562,True,False,0.04,1,5-10 km,3 rooms,15-25 mln RUB,New Builds
N004819,2023-05-12,NB0212,Alye Parusa Residence,LSR,business,Molzhaninovsky,SAO,55.96062,37.41982,24.1,0,19,25,2024,under_construction,Rizhskaya,Kaluzhsko-Rizhskaya,283,26.19,6304000,261600,FZ214,True,10.0,2023,5,2,6.304,False,False,0.76,1,25+ km,Studio,<7 mln RUB,New Builds
N004820,2022-08-24,NB0062,Symbol Residence,PIK,economy,Sokolniki,VAO,55.77626,37.69968,81.8,4,4,30,2026,under_construction,Komsomolskaya,Koltsevaya,36,5.53,16523000,202000,trade-in,True,12.0,2022,8,3,16.523,False,False,0.13333333333333333,1,5-10 km,4 rooms,15-25 mln RUB,New Builds
N004821,2021-12-16,NB0105,Headliner Residence,Capital Group,economy,Vostochny,VAO,55.80936,37.87452,65.4,2,18,22,2027,under_construction,Novogireyevo,Kalininskaya,94,17.02,9373000,143300,FZ214,True,11.0,2021,12,4,9.373,False,False,0.8181818181818182,1,15-25 km,2 rooms,7-10 mln RUB,New Builds
N004822,2025-06-02,NB0201,Preobrazhenie Residence,DONSTROY,economy,Begovoy,SAO,55.77674,37.54201,64.5,2,17,30,2026,under_construction,Novoslobodskaya,Koltsevaya,50,5.54,15059000,233500,DDU,False,23.5,2025,6,2,15.059,False,False,0.5666666666666667,0,5-10 km,2 rooms,15-25 mln RUB,New Builds
N004823,2026-03-01,NB0061,Scandinavia Residence,FSK,business,Akademichesky,YuZAO,55.69687,37.59154,48.3,1,10,22,2026,completed,Tulskaya,Serpukhovsko-Timiryazevskaya,34,6.6,23864000,494100,trade-in,False,19.5,2026,3,1,23.864,False,False,0.45454545454545453,0,5-10 km,1 room,15-25 mln RUB,New Builds
N004824,2023-09-18,NB0232,Symbol Residence,GK A101,business,Khovrino,SAO,55.87676,37.47175,57.9,2,15,17,2026,under_construction,Novogireyevo,Kalininskaya,309,16.53,16434000,283800,FZ214,True,15.5,2023,9,3,16.434,False,False,0.8823529411764706,1,15-25 km,2 rooms,15-25 mln RUB,New Builds
N004825,2024-04-15,NB0225,Metropolia Residence,Samolet,comfort,Vostochny,VAO,55.82293,37.85449,34.2,0,20,25,2028,under_construction,Troparyovo,Sokolnicheskaya,372,16.5,6235000,182300,DDU,True,18.5,2024,4,2,6.235,False,False,0.8,1,15-25 km,Studio,<7 mln RUB,New Builds
N004826,2021-02-08,NB0018,Discovery Park Residence,GK Granel,business,Preobrazhenskoye,VAO,55.78871,37.70384,46.8,2,13,17,2024,under_construction,Partizanskaya,Arbatsko-Pokrovskaya,37,6.48,12830000,274100,FZ214,True,6.75,2021,2,1,12.83,False,False,0.7647058823529411,1,5-10 km,2 rooms,10-15 mln RUB,New Builds
N004827,2025-02-17,NB0105,Headliner Residence,Capital Group,economy,Vostochny,VAO,55.80936,37.87452,59.0,2,4,22,2027,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,62,17.02,8638000,146400,DDU,False,23.5,2025,2,1,8.638,False,False,0.18181818181818182,0,15-25 km,2 rooms,7-10 mln RUB,New Builds
N004828,2024-01-16,NB0201,Preobrazhenie Residence,DONSTROY,economy,Begovoy,SAO,55.77674,37.54201,22.0,0,23,30,2026,under_construction,Voykovskaya,Zamoskvoretskaya,72,5.54,5443000,247400,DDU,True,18.5,2024,1,1,5.443,False,False,0.7666666666666667,1,5-10 km,Studio,<7 mln RUB,New Builds
N004829,2024-06-27,NB0090,Odintsovo-1 Residence,INGRAD,business,Pokrovskoye-Streshnevo,SZAO,55.82281,37.43596,36.2,0,14,22,2027,under_construction,Sokolniki,Sokolnicheskaya,188,13.87,15009000,414600,FZ214,True,18.5,2024,6,2,15.009,False,False,0.6363636363636364,1,10-15 km,Studio,15-25 mln RUB,New Builds
N004830,2026-03-25,NB0159,Silver Park Residence,FSK,economy,Kosino-Ukhtomsky,VAO,55.72121,37.84095,32.2,0,23,30,2026,completed,Perovo,Kalininskaya,62,14.25,5936000,184300,DDU,False,19.5,2026,3,1,5.936,False,False,0.7666666666666667,0,10-15 km,Studio,<7 mln RUB,New Builds
N004831,2022-03-15,NB0054,Buninskie Luga Residence,GK Granel,business,Timiryazevsky,SAO,55.81992,37.56548,50.1,1,4,25,2025,under_construction,Timiryazevskaya,Serpukhovsko-Timiryazevskaya,11,8.12,20272000,404600,DDU,True,22.5,2022,3,1,20.272,False,False,0.16,1,5-10 km,1 room,15-25 mln RUB,New Builds
N004832,2023-08-04,NB0116,Losiny Ostrov Residence,INGRAD,economy,Filimonkovskoye,NAO,55.57569,37.37592,80.3,3,14,22,2027,under_construction,Yasenevo,Kaluzhsko-Rizhskaya,126,25.07,8884000,110600,DDU,True,15.5,2023,8,3,8.884,False,False,0.6363636363636364,1,25+ km,3 rooms,7-10 mln RUB,New Builds
N004833,2022-04-28,NB0149,Severny Residence,FSK,comfort,Severnoye Tushino,SZAO,55.85793,37.4298,47.3,2,19,25,2026,under_construction,Sokol,Zamoskvoretskaya,99,16.62,10146000,214500,DDU,True,12.0,2022,4,2,10.146,False,False,0.76,1,15-25 km,2 rooms,10-15 mln RUB,New Builds
N004834,2023-03-07,NB0022,Sheremetyevsky Residence,Etalon,comfort,Yasenevo,YuZAO,55.62416,37.52992,101.7,4,15,22,2024,under_construction,Leninsky Prospekt,Kaluzhsko-Rizhskaya,116,15.51,27200000,267400,FZ214,True,10.0,2023,3,1,27.2,False,False,0.6818181818181818,1,15-25 km,4 rooms,25-50 mln RUB,New Builds
N004835,2021-12-30,NB0225,Metropolia Residence,Samolet,comfort,Vostochny,VAO,55.82293,37.85449,50.9,2,8,25,2028,under_construction,Nagatinskaya,Serpukhovsko-Timiryazevskaya,250,16.5,7834000,153900,DDU,True,11.0,2021,12,4,7.834,False,False,0.32,1,15-25 km,2 rooms,7-10 mln RUB,New Builds
N004836,2022-09-07,NB0068,Mitino O2 Residence,MR Group,economy,Perovo,VAO,55.74513,37.79699,81.8,3,4,22,2026,under_construction,Kozhukhovskaya,Lyublinsko-Dmitrovskaya,102,11.07,13424000,164100,DDU,True,12.0,2022,9,3,13.424,False,False,0.18181818181818182,1,10-15 km,3 rooms,10-15 mln RUB,New Builds
N004837,2024-03-26,NB0206,Silver Park Residence,Capital Group,comfort,Shchapovskoye,TAO,55.36577,37.51306,58.3,2,24,35,2026,under_construction,Ploshchad Revolyutsii,Arbatsko-Pokrovskaya,533,43.69,5443000,93400,installment,True,18.5,2024,3,1,5.443,False,False,0.6857142857142857,1,25+ km,2 rooms,<7 mln RUB,New Builds
N004838,2025-12-04,NB0166,Silver Park Residence,Etalon,comfort,Yuzhnoye Tushino,SZAO,55.83938,37.45695,95.2,4,3,17,2026,under_construction,Rechnoy Vokzal,Zamoskvoretskaya,27,13.97,25486000,267700,trade-in,False,19.5,2025,12,4,25.486,False,False,0.17647058823529413,0,10-15 km,4 rooms,25-50 mln RUB,New Builds
N004839,2021-03-10,NB0095,Prokshino Residence,Capital Group,comfort,Dorogomilovo,ZAO,55.74352,37.55715,50.7,2,10,25,2025,under_construction,Smolenskaya (F),Filyovskaya,23,4.15,19127000,377200,DDU,True,6.75,2021,3,1,19.127,False,False,0.4,1,0-5 km,2 rooms,15-25 mln RUB,New Builds
N004840,2021-05-12,NB0082,Scandinavia Residence,DONSTROY,comfort,Novofyodorovskoye,TAO,55.33911,36.93315,55.8,2,1,25,2026,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,760,63.23,3402000,61000,trade-in,True,11.0,2021,5,2,3.402,True,False,0.04,1,25+ km,2 rooms,<7 mln RUB,New Builds
N004841,2023-06-17,NB0067,Severny Residence,LSR,business,Zapadnoye Degunino,SAO,55.87736,37.52278,44.3,1,22,25,2026,under_construction,Kievskaya,Koltsevaya,185,15.03,12068000,272400,DDU,True,10.0,2023,6,2,12.068,False,False,0.88,1,15-25 km,1 room,10-15 mln RUB,New Builds
N004842,2022-10-02,NB0143,Silver Park Residence,Capital Group,business,Voronovskoye,TAO,55.28896,37.18444,53.3,2,23,25,2025,under_construction,Taganskaya,Koltsevaya,701,58.54,6429000,120600,DDU,True,10.0,2022,10,4,6.429,False,False,0.92,1,25+ km,2 rooms,<7 mln RUB,New Builds
N004843,2024-06-03,NB0054,Buninskie Luga Residence,GK Granel,business,Timiryazevsky,SAO,55.81992,37.56548,55.0,2,23,25,2025,under_construction,Rizhskaya,Kaluzhsko-Rizhskaya,68,8.12,20530000,373300,trade-in,True,18.5,2024,6,2,20.53,False,False,0.92,1,5-10 km,2 rooms,15-25 mln RUB,New Builds
N004844,2024-11-05,NB0069,Losiny Ostrov Residence,GK Granel,comfort,Zyuzino,YuZAO,55.65107,37.57902,72.1,3,11,30,2026,under_construction,Sevastopolskaya,Serpukhovsko-Timiryazevskaya,25,11.73,21226000,294400,FZ214,False,23.5,2024,11,4,21.226,False,False,0.36666666666666664,0,10-15 km,3 rooms,15-25 mln RUB,New Builds
N004845,2022-04-25,NB0170,Sheremetyevsky Residence,Etalon,economy,Brateyevo,YuAO,55.63503,37.73292,41.2,1,11,25,2025,under_construction,Yuzhnaya,Serpukhovsko-Timiryazevskaya,103,14.97,5929000,143900,FZ214,True,12.0,2022,4,2,5.929,False,False,0.44,1,10-15 km,1 room,<7 mln RUB,New Builds
N004846,2022-02-27,NB0158,Alye Parusa Residence,LSR,comfort,Yaroslavsky,SVAO,55.87862,37.67207,61.4,2,4,17,2027,under_construction,Sviblovo,Kaluzhsko-Rizhskaya,40,14.23,11011000,179300,DDU,True,22.5,2022,2,1,11.011,False,False,0.23529411764705882,1,10-15 km,2 rooms,10-15 mln RUB,New Builds
N004847,2024-09-02,NB0074,Polar Residence,GK Granel,economy,Mitino,SZAO,55.83551,37.3539,95.6,4,18,25,2027,under_construction,Pyatnitskoye Shosse,Arbatsko-Pokrovskaya,26,18.99,21154000,221300,DDU,False,18.5,2024,9,3,21.154,False,False,0.72,0,15-25 km,4 rooms,15-25 mln RUB,New Builds
N004848,2023-03-06,NB0125,Severny Residence,PIK,comfort,Moskvorechye-Saburovo,YuAO,55.63279,37.66024,31.3,1,10,35,2026,under_construction,Proletarskaya,Tagansko-Krasnopresnenskaya,135,13.69,7021000,224300,DDU,True,10.0,2023,3,1,7.021,False,False,0.2857142857142857,1,10-15 km,1 room,7-10 mln RUB,New Builds
N004849,2021-05-10,NB0038,Losiny Ostrov Residence,MR Group,economy,Shchukino,SZAO,55.79795,37.47615,68.3,3,10,25,2025,under_construction,Dinamo,Zamoskvoretskaya,61,10.29,15310000,224200,installment,True,11.0,2021,5,2,15.31,False,False,0.4,1,10-15 km,3 rooms,15-25 mln RUB,New Builds
N004850,2021-10-21,NB0035,Green Park Residence,FSK,comfort,Golovinsky,SAO,55.83779,37.48871,64.1,3,30,30,2027,under_construction,Kievskaya,Koltsevaya,138,12.46,12685000,197900,DDU,True,11.0,2021,10,4,12.685,False,True,1.0,1,10-15 km,3 rooms,10-15 mln RUB,New Builds
N004851,2024-11-22,NB0191,Symbol Residence,GK A101,economy,Vostochny,VAO,55.82716,37.86336,41.3,1,12,30,2025,under_construction,Shchyolkovskaya,Arbatsko-Pokrovskaya,55,17.21,6737000,163100,DDU,False,23.5,2024,11,4,6.737,False,False,0.4,0,15-25 km,1 room,<7 mln RUB,New Builds
N004852,2021-11-04,NB0183,Symbol Residence,Samolet,economy,Marfino,SVAO,55.84195,37.60441,43.2,1,22,25,2027,under_construction,Kutuzovskaya,Filyovskaya,147,9.84,7396000,171200,FZ214,True,11.0,2021,11,4,7.396,False,False,0.88,1,5-10 km,1 room,7-10 mln RUB,New Builds
N004853,2024-09-16,NB0217,Prokshino Residence,FSK,comfort,Veshnyaki,VAO,55.73067,37.81647,39.7,1,9,35,2026,under_construction,Perovo,Kalininskaya,39,12.52,8114000,204400,installment,False,18.5,2024,9,3,8.114,False,False,0.2571428571428571,0,10-15 km,1 room,7-10 mln RUB,New Builds
N004854,2023-09-07,NB0212,Alye Parusa Residence,LSR,business,Molzhaninovsky,SAO,55.96062,37.41982,52.0,2,15,25,2024,under_construction,Shchukinskaya,Tagansko-Krasnopresnenskaya,211,26.19,12604000,242400,DDU,True,15.5,2023,9,3,12.604,False,False,0.6,1,25+ km,2 rooms,10-15 mln RUB,New Builds
